States,NumberofQuestion
10,0.40444444444444444
10,0.4229508196721311
10,0.27246376811594203
10,0.26181818181818184
10,0.37953488372093025
10,0.2846511627906977
10,0.325
10,0.21363636363636362
10,0.38176470588235295
10,0.53
11,0.6089901477832512
11,0.5086580086580087
11,0.5357142857142857
11,0.5509581881533101
11,0.4854395604395605
11,0.34375
11,0.20421686746987952
11,0.5256410256410257
11,0.30952380952380953
11,0.32666666666666666
8,0.784688995215311
8,0.5394736842105263
8,0.5226860254083484
8,0.3317384370015949
8,0.3586744639376218
8,0.476010101010101
8,0.3229665071770335
8,0.1497326203208556
8,0.38095238095238093
8,0.3261670761670762
8,0.4954044117647059
8,0.5990196078431372
8,0.7886029411764706
8,0.3744619799139168
8,0.7073529411764705
8,0.49226006191950467
8,0.6375598086124402
8,0.46578947368421053
8,0.7873684210526316
8,0.9236842105263158
8,0.4464285714285714
8,0.8972727272727272
8,0.3463203463203463
8,0.8661616161616161
8,0.23863636363636365
8,0.2517482517482518
8,0.3649732620320856
8,0.26679841897233203
8,0.32386363636363635
8,0.3181818181818182
9,0.4761627906976744
9,0.2784313725490196
9,0.5207317073170732
9,0.45245098039215687
9,0.8571428571428572
9,0.3394454382826476
9,0.47596153846153844
9,0.33653846153846156
9,0.37362637362637363
9,0.3193815987933635
9,0.21445221445221446
9,0.26373626373626374
9,0.3858641358641358
9,0.2729528535980149
9,0.3786057692307692
9,0.7022849462365591
9,0.5104166666666667
9,0.5833333333333334
9,0.40384615384615385
9,0.3
9,0.47333333333333333
9,0.5695238095238095
9,0.7885714285714285
9,0.7098214285714286
9,0.599078341013825
