States,NumberofQuestion
10,0.20008928571428572
10,0.19939655172413792
10,0.22427184466019418
10,0.20073732718894008
10,0.17941747572815533
10,0.11008064516129033
10,0.11219512195121951
10,0.22155172413793106
10,0.22212389380530975
10,0.17687763713080168
11,0.2934782608695652
11,0.2897727272727273
11,0.2465437788018433
11,0.26825396825396824
11,0.28783783783783784
11,0.20416666666666666
11,0.20542168674698794
11,0.1861219195849546
11,0.20377942998760842
11,0.18567807351077312
8,0.20622310493214166
8,0.11760883690708251
8,0.24413976116762492
8,0.21362229102167182
8,0.1219298245614035
8,0.17361373066767258
8,0.1726568005637773
8,0.19744318181818182
8,0.17177206851119894
8,0.17297979797979798
8,0.22254901960784312
8,0.22109974424552428
8,0.22077596996245305
8,0.25210084033613445
8,0.22347029263966892
8,0.2615673799884326
8,0.23433583959899748
8,0.2934609250398724
8,0.29033180778032036
8,0.26362781954887216
8,0.20123565754633715
8,0.17464646464646463
8,0.19943932719263116
8,0.20152261531571877
8,0.17507264425072644
8,0.2005975245411865
8,0.1003877638948729
8,0.17659090909090908
8,0.17478597635548307
8,0.20152261531571877
9,0.2179372197309417
9,0.2719298245614035
9,0.24583333333333335
9,0.16260504201680673
9,0.2173913043478261
9,0.19065504807692307
9,0.17010631644777988
9,0.1699104108742663
9,0.2128838239949351
9,0.1714672992206032
9,0.16888374783111626
9,0.1470267321331151
9,0.12637362637362637
9,0.21124708624708627
9,0.16808102929099372
9,0.33571428571428574
9,0.3770325203252033
9,0.34523809523809523
9,0.23588709677419356
9,0.4166666666666667
9,0.3000992063492064
9,0.2743271221532091
9,0.24369747899159663
9,0.3003663003663004
9,0.3844282238442822
