States,NumberofQuestion
10,0.2460606060606061
10,0.51
10,0.31636363636363635
10,0.225
10,0.17523809523809525
10,0.135
10,0.13894736842105262
10,0.3418181818181818
10,0.09263157894736843
10,0.34071428571428575
11,0.23106060606060608
11,0.1683673469387755
11,0.20089285714285715
11,0.2857142857142857
11,0.10989010989010989
11,0.2545454545454545
11,0.46178861788617886
11,0.02982456140350877
11,0.40784313725490196
11,0.035897435897435895
8,0.23026315789473684
8,0.4605263157894737
8,0.21637426900584794
8,0.3157894736842105
8,0.33436532507739936
8,0.41883116883116883
8,0.1812039312039312
8,0.1709090909090909
8,0.12818181818181817
8,0.18181818181818182
8,0.38088235294117645
8,0.40032679738562094
8,0.5459558823529411
8,0.3033088235294118
8,0.5015479876160991
8,0.2357456140350877
8,0.11929824561403508
8,0.21637426900584794
8,0.49043062200956933
8,0.1539473684210526
8,0.32575757575757575
8,0.47916666666666663
8,0.2178030303030303
8,0.45454545454545453
8,0.47916666666666663
8,0.10795454545454546
8,0.41711229946524064
8,0.2159090909090909
8,0.16193181818181818
8,0.18614718614718614
9,0.5307692307692308
9,0.2928571428571428
9,0.1
9,0.3208333333333333
9,0.45
9,0.32307692307692304
9,0.1258741258741259
9,0.2353846153846154
9,0.09401709401709402
9,0.3708791208791209
9,0.5384615384615384
9,0.43153846153846154
9,0.10607940446650124
9,0.09109311740890688
9,0.1176923076923077
9,0.4464285714285714
9,0.24305555555555558
9,0.2128623188405797
9,0.3484848484848485
9,0.3571428571428571
9,0.3007518796992481
9,0.3611111111111111
9,0.5465838509316769
9,0.32575757575757575
9,0.3333333333333333
