States,NumberofQuestion
10,0.5624242424242425
10,0.5213793103448277
10,0.52
10,0.6941176470588235
10,0.5975757575757576
10,0.3028571428571428
10,0.265
10,0.2925
10,0.320625
10,0.34071428571428575
11,0.36755952380952384
11,0.4017857142857143
11,0.3080357142857143
11,0.5292857142857144
11,0.359593837535014
11,0.44516129032258067
11,0.5187943262411348
11,0.6007092198581561
11,0.4205128205128205
11,0.4324561403508772
8,0.5766590389016018
8,0.7208237986270023
8,0.8521303258145363
8,1.0
8,0.6015037593984962
8,0.3875
8,0.476010101010101
8,0.30303030303030304
8,0.461038961038961
8,0.35784313725490197
8,0.4447058823529412
8,0.625668449197861
8,0.8161764705882353
8,0.5015479876160991
8,0.7820855614973261
8,0.409919028340081
8,0.49760765550239233
8,0.3157894736842105
8,0.5380116959064327
8,0.30490018148820325
8,0.5127272727272727
8,0.5909090909090908
8,0.7305194805194806
8,0.8661616161616161
8,0.6903409090909092
8,0.5981818181818181
8,0.3923444976076555
8,0.3939393939393939
8,0.3923444976076555
8,0.30492424242424243
9,0.8708333333333333
9,0.5307692307692308
9,0.39285714285714285
9,0.6424242424242425
9,0.75
9,0.6221413721413721
9,0.7805429864253394
9,0.6820512820512821
9,0.692970822281167
9,0.45344129554655865
9,0.5604395604395604
9,0.5719063545150501
9,0.44804318488529016
9,0.46703296703296704
9,0.8713942307692308
9,0.8276515151515151
9,0.7758333333333334
9,0.9166666666666666
9,0.8088768115942029
9,0.7083333333333334
9,0.8928571428571428
9,0.6857142857142857
9,0.769047619047619
9,0.7402597402597403
9,0.5595238095238095
