States,NumberofQuestion
10,0.2862650602409639
10,0.3966666666666667
10,0.41876543209876543
10,0.3720689655172414
10,0.3664197530864198
10,0.4405555555555556
10,0.5362162162162163
10,0.4229508196721311
10,0.4096551724137931
10,0.4
11,0.4950234192037471
11,0.39120029455080996
11,0.27428571428571424
11,0.38690476190476186
11,0.3421145685997171
11,0.497887323943662
11,0.355982905982906
11,0.38737864077669903
11,0.39278350515463917
11,0.34433656957928804
8,0.672514619883041
8,0.4631578947368421
8,0.6366723259762309
8,0.37746710526315785
8,0.409919028340081
8,0.21132971506105835
8,0.32432432432432434
8,0.29292929292929293
8,0.23200757575757575
8,0.4031620553359684
8,0.26325940212150434
8,0.32225063938618925
8,0.5347593582887701
8,0.2706971677559913
8,0.30546955624355004
8,0.466893039049236
8,0.5766590389016018
8,0.33260233918128657
8,0.5004965243296922
8,0.7873684210526316
8,0.6534090909090908
8,0.36227951153324284
8,0.5153276955602537
8,0.7954545454545454
8,0.42810760667903525
8,0.2398119122257053
8,0.3116883116883117
8,0.28708133971291866
8,0.3624078624078624
8,0.2961038961038961
9,0.425
9,0.5127906976744185
9,0.5055555555555555
9,0.3833333333333333
9,0.5127906976744185
9,0.4114123581336696
9,0.27943969610636277
9,0.378822984244671
9,0.24665551839464883
9,0.3402777777777778
9,0.37745098039215685
9,0.5030657748049052
9,0.23047563123899004
9,0.5582579185520362
9,0.32303370786516855
9,0.5544354838709677
9,0.45833333333333337
9,0.675
9,0.5208333333333334
9,0.6197916666666667
9,0.38412698412698415
9,0.4855072463768116
9,0.5013736263736264
9,0.6654135338345865
9,0.5
