States,NumberofQuestion
10,0.5
10,0.5
10,0.5
10,0.5
10,0.5
10,0.5
10,0.5
10,0.5
10,0.5
10,0.5
11,0.5
11,0.5
11,0.5
11,0.5
11,0.5
11,0.5
11,0.5
11,0.5
11,0.5
11,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.5
8,0.615
8,0.615
8,0.615
8,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.545
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5549999999999999
9,0.5549999999999999
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
9,0.5
